sample_id,conic_index,image_path,mask_path,class_label_path,image_height,image_width,count_total,neutrophil,epithelial,lymphocyte,plasma,eosinophil,connective,input_row_index,num_objects,total_mask_area,foreground_fraction,mean_area,median_area,std_area,mean_eccentricity,mean_solidity,mean_circularity
crag_1-0010,74,data/conic_liz/images/crag_1-0010_image.png,data/conic_liz/masks/crag_1-0010_mask.png,data/conic_liz/class_labels/crag_1-0010_class_labels.png,256,256,33,0,0,1,0,0,32,74,38,7095,0.1082611083984375,186.71052631578948,177.0,98.3355982805651,0.8329078452136741,0.9425468007504371,0.8182477611962758
crag_1-0011,75,data/conic_liz/images/crag_1-0011_image.png,data/conic_liz/masks/crag_1-0011_mask.png,data/conic_liz/class_labels/crag_1-0011_class_labels.png,256,256,37,0,0,3,0,0,34,75,49,5193,0.0792388916015625,105.9795918367347,95.0,72.43758461696197,0.7749826018527415,0.9339389390787658,1.0154780549656417
crag_1-0012,76,data/conic_liz/images/crag_1-0012_image.png,data/conic_liz/masks/crag_1-0012_mask.png,data/conic_liz/class_labels/crag_1-0012_class_labels.png,256,256,19,0,0,1,0,0,18,76,23,3587,0.0547332763671875,155.95652173913044,166.0,90.16577884573627,0.8353450710321018,0.9305251771452496,0.7866787183894569
crag_1-0013,77,data/conic_liz/images/crag_1-0013_image.png,data/conic_liz/masks/crag_1-0013_mask.png,data/conic_liz/class_labels/crag_1-0013_class_labels.png,256,256,13,0,0,0,0,1,12,77,18,2080,0.03173828125,115.55555555555556,117.0,62.11121049485192,0.7813015981919075,0.936417166221158,0.8839817664149856
crag_1-0014,78,data/conic_liz/images/crag_1-0014_image.png,data/conic_liz/masks/crag_1-0014_mask.png,data/conic_liz/class_labels/crag_1-0014_class_labels.png,256,256,8,0,0,0,0,0,8,78,12,1321,0.0201568603515625,110.08333333333333,123.5,51.237125754237574,0.8720704478187691,0.9152738181973109,0.7716768453334767
crag_1-0015,79,data/conic_liz/images/crag_1-0015_image.png,data/conic_liz/masks/crag_1-0015_mask.png,data/conic_liz/class_labels/crag_1-0015_class_labels.png,256,256,24,0,0,1,0,0,23,79,33,4606,0.070281982421875,139.57575757575756,137.0,72.09506783576988,0.8466226029507984,0.9377184182423304,0.8242493652907212
crag_1-0016,80,data/conic_liz/images/crag_1-0016_image.png,data/conic_liz/masks/crag_1-0016_mask.png,data/conic_liz/class_labels/crag_1-0016_class_labels.png,256,256,40,0,4,1,0,0,35,80,54,5951,0.0908050537109375,110.20370370370371,93.0,64.89175591924277,0.7295979780323683,0.9454903163258611,0.9366962344644585
crag_1-0017,81,data/conic_liz/images/crag_1-0017_image.png,data/conic_liz/masks/crag_1-0017_mask.png,data/conic_liz/class_labels/crag_1-0017_class_labels.png,256,256,24,0,3,0,0,0,21,81,36,4204,0.06414794921875,116.77777777777777,112.0,83.1665367771568,0.8481727587129613,0.9401009700119665,0.8412277519626131
crag_1-0018,82,data/conic_liz/images/crag_1-0018_image.png,data/conic_liz/masks/crag_1-0018_mask.png,data/conic_liz/class_labels/crag_1-0018_class_labels.png,256,256,4,0,0,1,0,0,3,82,9,682,0.010406494140625,75.77777777777777,77.0,43.60371487175472,0.8715944355497183,0.9601985147890864,0.8440130788843032
crag_1-0019,83,data/conic_liz/images/crag_1-0019_image.png,data/conic_liz/masks/crag_1-0019_mask.png,data/conic_liz/class_labels/crag_1-0019_class_labels.png,256,256,1,0,0,0,0,0,1,83,1,138,0.002105712890625,138.0,138.0,0.0,0.7713015263970124,0.9387755102040817,0.9183168846230286
crag_1-0020,84,data/conic_liz/images/crag_1-0020_image.png,data/conic_liz/masks/crag_1-0020_mask.png,data/conic_liz/class_labels/crag_1-0020_class_labels.png,256,256,53,0,14,1,1,0,37,84,62,10505,0.1602935791015625,169.43548387096774,149.0,100.70070970178556,0.8143178184560383,0.9335405636461602,1.0523932568126397
crag_1-0021,85,data/conic_liz/images/crag_1-0021_image.png,data/conic_liz/masks/crag_1-0021_mask.png,data/conic_liz/class_labels/crag_1-0021_class_labels.png,256,256,59,0,39,1,0,0,19,85,77,12203,0.1862030029296875,158.4805194805195,135.0,91.63176027251266,0.7424025765067418,0.9489247551837533,1.4748283036230994
crag_1-0022,86,data/conic_liz/images/crag_1-0022_image.png,data/conic_liz/masks/crag_1-0022_mask.png,data/conic_liz/class_labels/crag_1-0022_class_labels.png,256,256,46,0,28,1,0,0,17,86,64,9117,0.1391143798828125,142.453125,137.0,93.60888207181183,0.7887205229816452,0.9422123282550908,0.8661197948930206
crag_1-0023,87,data/conic_liz/images/crag_1-0023_image.png,data/conic_liz/masks/crag_1-0023_mask.png,data/conic_liz/class_labels/crag_1-0023_class_labels.png,256,256,27,0,16,2,0,0,9,87,34,4399,0.0671234130859375,129.38235294117646,105.0,88.63010201223375,0.703255555636471,0.9504233805816552,1.1953774508611832
crag_1-0024,88,data/conic_liz/images/crag_1-0024_image.png,data/conic_liz/masks/crag_1-0024_mask.png,data/conic_liz/class_labels/crag_1-0024_class_labels.png,256,256,0,0,0,0,0,0,0,88,0,0,0.0,nan,nan,nan,nan,nan,nan
crag_1-0025,89,data/conic_liz/images/crag_1-0025_image.png,data/conic_liz/masks/crag_1-0025_mask.png,data/conic_liz/class_labels/crag_1-0025_class_labels.png,256,256,48,0,0,5,1,0,42,89,58,7278,0.111053466796875,125.48275862068965,114.0,67.898565669506,0.8298503688659274,0.9335599597881664,0.9292117512939557
crag_1-0026,90,data/conic_liz/images/crag_1-0026_image.png,data/conic_liz/masks/crag_1-0026_mask.png,data/conic_liz/class_labels/crag_1-0026_class_labels.png,256,256,31,0,0,2,0,0,29,90,39,5921,0.0903472900390625,151.82051282051282,116.0,106.46291560791023,0.8405024129622785,0.9402654324823775,2.060271673649155
crag_1-0027,91,data/conic_liz/images/crag_1-0027_image.png,data/conic_liz/masks/crag_1-0027_mask.png,data/conic_liz/class_labels/crag_1-0027_class_labels.png,256,256,25,0,2,0,0,0,23,91,37,5270,0.080413818359375,142.43243243243242,148.0,78.80442453641614,0.8005181100200247,0.9422078014470509,0.8598429319687464
crag_1-0028,92,data/conic_liz/images/crag_1-0028_image.png,data/conic_liz/masks/crag_1-0028_mask.png,data/conic_liz/class_labels/crag_1-0028_class_labels.png,256,256,11,0,0,0,0,0,11,92,16,1526,0.023284912109375,95.375,95.5,68.99354589380081,0.8147346168590455,0.9396846141274867,5.760538201620169
crag_1-0029,93,data/conic_liz/images/crag_1-0029_image.png,data/conic_liz/masks/crag_1-0029_mask.png,data/conic_liz/class_labels/crag_1-0029_class_labels.png,256,256,0,0,0,0,0,0,0,93,0,0,0.0,nan,nan,nan,nan,nan,nan
crag_1-0030,94,data/conic_liz/images/crag_1-0030_image.png,data/conic_liz/masks/crag_1-0030_mask.png,data/conic_liz/class_labels/crag_1-0030_class_labels.png,256,256,12,0,1,0,0,0,11,94,13,2136,0.0325927734375,164.30769230769232,131.0,72.6407224373011,0.7586363054073494,0.9429015128782853,0.8725085069794111
crag_1-0031,95,data/conic_liz/images/crag_1-0031_image.png,data/conic_liz/masks/crag_1-0031_mask.png,data/conic_liz/class_labels/crag_1-0031_class_labels.png,256,256,29,0,20,1,0,0,8,95,38,6947,0.1060028076171875,182.81578947368422,164.0,143.0912214128783,0.7633436181390192,0.9369129126753265,0.9516510904641295
crag_17-0000,352,data/conic_liz/images/crag_17-0000_image.png,data/conic_liz/masks/crag_17-0000_mask.png,data/conic_liz/class_labels/crag_17-0000_class_labels.png,256,256,115,0,6,22,16,2,69,352,141,15176,0.2315673828125,107.63120567375887,89.0,59.443448463333766,0.7197577730336977,0.9480369598252797,0.9515848691250552
crag_17-0001,353,data/conic_liz/images/crag_17-0001_image.png,data/conic_liz/masks/crag_17-0001_mask.png,data/conic_liz/class_labels/crag_17-0001_class_labels.png,256,256,89,0,56,2,13,0,18,353,107,10349,0.1579132080078125,96.7196261682243,84.0,49.455501454937405,0.752911614306022,0.9368756229720646,1.028783215730174
crag_17-0002,354,data/conic_liz/images/crag_17-0002_image.png,data/conic_liz/masks/crag_17-0002_mask.png,data/conic_liz/class_labels/crag_17-0002_class_labels.png,256,256,56,0,37,5,3,0,11,354,62,4891,0.0746307373046875,78.88709677419355,78.0,34.1477363528374,0.7744147924355343,0.9337123969747496,0.9906754099364532
crag_17-0003,355,data/conic_liz/images/crag_17-0003_image.png,data/conic_liz/masks/crag_17-0003_mask.png,data/conic_liz/class_labels/crag_17-0003_class_labels.png,256,256,47,0,25,5,9,0,8,355,57,4076,0.06219482421875,71.50877192982456,63.0,28.95678740966157,0.753032942803566,0.9366853892903088,0.9572084773104071
crag_17-0004,356,data/conic_liz/images/crag_17-0004_image.png,data/conic_liz/masks/crag_17-0004_mask.png,data/conic_liz/class_labels/crag_17-0004_class_labels.png,256,256,2,0,2,0,0,0,0,356,11,660,0.01007080078125,60.0,49.0,37.07241071691503,0.6914166743834429,0.9526038620678157,1.0416531615130955
crag_17-0005,357,data/conic_liz/images/crag_17-0005_image.png,data/conic_liz/masks/crag_17-0005_mask.png,data/conic_liz/class_labels/crag_17-0005_class_labels.png,256,256,62,0,0,4,0,3,55,357,84,9457,0.1443023681640625,112.58333333333333,117.0,71.41115164569942,0.8194579384668208,0.9339654560687876,0.9662833904665599
crag_17-0006,358,data/conic_liz/images/crag_17-0006_image.png,data/conic_liz/masks/crag_17-0006_mask.png,data/conic_liz/class_labels/crag_17-0006_class_labels.png,256,256,130,0,4,23,24,4,75,358,161,15021,0.2292022705078125,93.29813664596273,81.0,48.93281548521932,0.7166946891915223,0.9486473652422516,1.0023091997193987
crag_17-0007,359,data/conic_liz/images/crag_17-0007_image.png,data/conic_liz/masks/crag_17-0007_mask.png,data/conic_liz/class_labels/crag_17-0007_class_labels.png,256,256,99,0,77,3,0,0,19,359,125,12222,0.186492919921875,97.776,93.0,43.55169140228655,0.7556295238830933,0.9418706065216269,1.2110422118949649
crag_17-0008,360,data/conic_liz/images/crag_17-0008_image.png,data/conic_liz/masks/crag_17-0008_mask.png,data/conic_liz/class_labels/crag_17-0008_class_labels.png,256,256,32,0,18,1,5,0,8,360,51,4025,0.0614166259765625,78.92156862745098,75.0,43.81236423984109,0.7801368478227149,0.9438897983377178,0.9821606156464844
crag_17-0009,361,data/conic_liz/images/crag_17-0009_image.png,data/conic_liz/masks/crag_17-0009_mask.png,data/conic_liz/class_labels/crag_17-0009_class_labels.png,256,256,100,0,20,16,19,1,44,361,124,11220,0.17120361328125,90.48387096774194,79.0,47.29190135110562,0.7136201035693928,0.9487350383044416,1.4156505655503349
crag_17-0010,362,data/conic_liz/images/crag_17-0010_image.png,data/conic_liz/masks/crag_17-0010_mask.png,data/conic_liz/class_labels/crag_17-0010_class_labels.png,256,256,37,3,0,1,4,0,29,362,50,5032,0.0767822265625,100.64,93.5,41.54600341789809,0.784749095972426,0.9342293521427726,0.849892005381959
crag_17-0011,363,data/conic_liz/images/crag_17-0011_image.png,data/conic_liz/masks/crag_17-0011_mask.png,data/conic_liz/class_labels/crag_17-0011_class_labels.png,256,256,73,0,0,8,3,9,53,363,92,8056,0.1229248046875,87.56521739130434,82.0,50.59006268373311,0.7988953375640536,0.9419362532735829,0.9375484350971195
crag_17-0012,364,data/conic_liz/images/crag_17-0012_image.png,data/conic_liz/masks/crag_17-0012_mask.png,data/conic_liz/class_labels/crag_17-0012_class_labels.png,256,256,73,1,2,4,2,2,62,364,86,9452,0.14422607421875,109.90697674418605,103.0,56.633178685901306,0.7841378640790008,0.9440044659478553,0.89591578201769
crag_17-0013,365,data/conic_liz/images/crag_17-0013_image.png,data/conic_liz/masks/crag_17-0013_mask.png,data/conic_liz/class_labels/crag_17-0013_class_labels.png,256,256,81,1,15,15,3,1,46,365,94,9334,0.142425537109375,99.29787234042553,85.5,52.62772301283439,0.7570460650898256,0.9358884468583795,0.8684078703733974
crag_17-0014,366,data/conic_liz/images/crag_17-0014_image.png,data/conic_liz/masks/crag_17-0014_mask.png,data/conic_liz/class_labels/crag_17-0014_class_labels.png,256,256,146,0,53,24,13,9,47,366,179,17164,0.26190185546875,95.88826815642459,86.0,49.94498455776694,0.7117260807394721,0.945493039076121,1.0463623987628419
crag_17-0015,367,data/conic_liz/images/crag_17-0015_image.png,data/conic_liz/masks/crag_17-0015_mask.png,data/conic_liz/class_labels/crag_17-0015_class_labels.png,256,256,21,2,0,4,0,0,15,367,26,1984,0.0302734375,76.3076923076923,75.5,44.25517721192823,0.8234962333803627,0.945168932177183,0.8926171862156935
crag_17-0016,368,data/conic_liz/images/crag_17-0016_image.png,data/conic_liz/masks/crag_17-0016_mask.png,data/conic_liz/class_labels/crag_17-0016_class_labels.png,256,256,24,1,0,2,0,0,21,368,32,3387,0.0516815185546875,105.84375,105.0,55.31619867577218,0.7559328549875945,0.9403738955246326,0.9776175005097749
crag_17-0017,369,data/conic_liz/images/crag_17-0017_image.png,data/conic_liz/masks/crag_17-0017_mask.png,data/conic_liz/class_labels/crag_17-0017_class_labels.png,256,256,13,0,0,0,0,0,13,369,26,2351,0.0358734130859375,90.42307692307692,76.5,60.845436638776086,0.8214997089709984,0.9434024515639167,1.0320043956104628
crag_17-0018,370,data/conic_liz/images/crag_17-0018_image.png,data/conic_liz/masks/crag_17-0018_mask.png,data/conic_liz/class_labels/crag_17-0018_class_labels.png,256,256,41,0,0,1,1,0,39,370,48,4692,0.07159423828125,97.75,92.5,45.487864682059254,0.7840333598797301,0.9377831592246085,0.8861123475398477
crag_17-0019,371,data/conic_liz/images/crag_17-0019_image.png,data/conic_liz/masks/crag_17-0019_mask.png,data/conic_liz/class_labels/crag_17-0019_class_labels.png,256,256,52,0,0,3,0,2,47,371,68,5971,0.0911102294921875,87.80882352941177,74.0,45.50800102662658,0.8550250701665699,0.9325252638130398,0.8419812142261262
crag_17-0020,372,data/conic_liz/images/crag_17-0020_image.png,data/conic_liz/masks/crag_17-0020_mask.png,data/conic_liz/class_labels/crag_17-0020_class_labels.png,256,256,14,0,0,1,0,0,13,372,16,2301,0.0351104736328125,143.8125,143.5,58.740125499951056,0.8132832320322962,0.9445147822618631,0.8655326382646995
crag_17-0021,373,data/conic_liz/images/crag_17-0021_image.png,data/conic_liz/masks/crag_17-0021_mask.png,data/conic_liz/class_labels/crag_17-0021_class_labels.png,256,256,9,0,0,1,0,0,8,373,11,1457,0.0222320556640625,132.45454545454547,153.0,60.66354849250478,0.7650550685652786,0.9465082326083221,0.9095176503618834
crag_17-0022,374,data/conic_liz/images/crag_17-0022_image.png,data/conic_liz/masks/crag_17-0022_mask.png,data/conic_liz/class_labels/crag_17-0022_class_labels.png,256,256,10,0,0,4,0,0,6,374,16,1172,0.01788330078125,73.25,68.0,34.310166131920724,0.7633461340946793,0.9536369720436644,1.1857183195666927
crag_17-0023,375,data/conic_liz/images/crag_17-0023_image.png,data/conic_liz/masks/crag_17-0023_mask.png,data/conic_liz/class_labels/crag_17-0023_class_labels.png,256,256,36,3,0,6,0,0,27,375,40,4085,0.0623321533203125,102.125,98.0,42.909898333601305,0.7984767405445862,0.9396540237707157,0.8862909055030045
crag_17-0024,376,data/conic_liz/images/crag_17-0024_image.png,data/conic_liz/masks/crag_17-0024_mask.png,data/conic_liz/class_labels/crag_17-0024_class_labels.png,256,256,18,0,0,1,0,0,17,376,22,2513,0.0383453369140625,114.22727272727273,95.0,62.98768409068107,0.7738638498560256,0.9358148285343592,0.8525344895653546
crag_17-0025,377,data/conic_liz/images/crag_17-0025_image.png,data/conic_liz/masks/crag_17-0025_mask.png,data/conic_liz/class_labels/crag_17-0025_class_labels.png,256,256,22,0,0,0,0,0,22,377,30,3794,0.057891845703125,126.46666666666667,118.0,73.76572525382112,0.7926839089049484,0.9420299607334541,0.901593062785504
crag_17-0026,378,data/conic_liz/images/crag_17-0026_image.png,data/conic_liz/masks/crag_17-0026_mask.png,data/conic_liz/class_labels/crag_17-0026_class_labels.png,256,256,7,0,0,0,0,0,7,378,13,1969,0.0300445556640625,151.46153846153845,129.0,69.04136484146005,0.8042790889043641,0.9535223386037173,0.8708073214486467
crag_17-0027,379,data/conic_liz/images/crag_17-0027_image.png,data/conic_liz/masks/crag_17-0027_mask.png,data/conic_liz/class_labels/crag_17-0027_class_labels.png,256,256,9,0,0,0,0,0,9,379,16,1899,0.0289764404296875,118.6875,128.5,57.15518212507069,0.7892748224772042,0.9262766860437512,4.733994208505031
crag_17-0028,380,data/conic_liz/images/crag_17-0028_image.png,data/conic_liz/masks/crag_17-0028_mask.png,data/conic_liz/class_labels/crag_17-0028_class_labels.png,256,256,12,0,0,1,0,0,11,380,17,1761,0.0268707275390625,103.58823529411765,68.0,75.7752550200684,0.8603542613592569,0.9292465367445097,0.8229597807510918
crag_17-0029,381,data/conic_liz/images/crag_17-0029_image.png,data/conic_liz/masks/crag_17-0029_mask.png,data/conic_liz/class_labels/crag_17-0029_class_labels.png,256,256,6,0,0,1,0,0,5,381,9,985,0.0150299072265625,109.44444444444444,98.0,68.45616782715963,0.8861358296843882,0.9218830286502807,0.7558595231493986
crag_17-0030,382,data/conic_liz/images/crag_17-0030_image.png,data/conic_liz/masks/crag_17-0030_mask.png,data/conic_liz/class_labels/crag_17-0030_class_labels.png,256,256,68,0,31,7,5,1,24,382,86,7418,0.113189697265625,86.25581395348837,82.0,40.73401699582978,0.7565348535999117,0.9425474023895825,1.7913070547667334
crag_17-0031,383,data/conic_liz/images/crag_17-0031_image.png,data/conic_liz/masks/crag_17-0031_mask.png,data/conic_liz/class_labels/crag_17-0031_class_labels.png,256,256,57,1,15,6,18,1,16,383,83,6420,0.09796142578125,77.34939759036145,71.0,42.28259311300567,0.7253458841183151,0.9551525072342107,1.0073829450422087
crag_1-0032,96,data/conic_liz/images/crag_1-0032_image.png,data/conic_liz/masks/crag_1-0032_mask.png,data/conic_liz/class_labels/crag_1-0032_class_labels.png,256,256,22,0,2,0,0,0,20,96,29,3941,0.0601348876953125,135.89655172413794,128.0,79.4056997987121,0.8474542765254696,0.9225655395114856,0.7684402896948043
crag_1-0033,97,data/conic_liz/images/crag_1-0033_image.png,data/conic_liz/masks/crag_1-0033_mask.png,data/conic_liz/class_labels/crag_1-0033_class_labels.png,256,256,21,0,18,0,0,0,3,97,24,3767,0.0574798583984375,156.95833333333334,139.5,70.47190880454109,0.7113333440073187,0.944543174638536,0.9046921286887407
crag_1-0034,98,data/conic_liz/images/crag_1-0034_image.png,data/conic_liz/masks/crag_1-0034_mask.png,data/conic_liz/class_labels/crag_1-0034_class_labels.png,256,256,1,0,0,0,0,0,1,98,2,279,0.0042572021484375,139.5,139.5,10.5,0.915090118822816,0.9318181818181819,0.6929476971510695
crag_1-0035,99,data/conic_liz/images/crag_1-0035_image.png,data/conic_liz/masks/crag_1-0035_mask.png,data/conic_liz/class_labels/crag_1-0035_class_labels.png,256,256,0,0,0,0,0,0,0,99,0,0,0.0,nan,nan,nan,nan,nan,nan
crag_10-0000,100,data/conic_liz/images/crag_10-0000_image.png,data/conic_liz/masks/crag_10-0000_mask.png,data/conic_liz/class_labels/crag_10-0000_class_labels.png,256,256,53,0,30,3,0,0,20,100,59,7110,0.108489990234375,120.50847457627118,114.0,66.70612831891987,0.7899861077582501,0.9232034908177892,0.8571145317701651
crag_10-0001,101,data/conic_liz/images/crag_10-0001_image.png,data/conic_liz/masks/crag_10-0001_mask.png,data/conic_liz/class_labels/crag_10-0001_class_labels.png,256,256,28,0,0,2,2,0,24,101,41,2811,0.0428924560546875,68.5609756097561,59.0,40.59319225664287,0.8031702924190441,0.9446234748133892,1.104661843211525
crag_10-0002,102,data/conic_liz/images/crag_10-0002_image.png,data/conic_liz/masks/crag_10-0002_mask.png,data/conic_liz/class_labels/crag_10-0002_class_labels.png,256,256,45,0,45,0,0,0,0,102,71,11385,0.1737213134765625,160.35211267605635,148.0,100.03310699731665,0.7983861017304787,0.9482012913805973,0.9877459913698682
crag_10-0003,103,data/conic_liz/images/crag_10-0003_image.png,data/conic_liz/masks/crag_10-0003_mask.png,data/conic_liz/class_labels/crag_10-0003_class_labels.png,256,256,77,0,58,2,0,0,17,103,95,15197,0.2318878173828125,159.96842105263158,143.0,107.2592974874762,0.8224859900012765,0.9358166641969274,1.233946924725174
crag_10-0004,104,data/conic_liz/images/crag_10-0004_image.png,data/conic_liz/masks/crag_10-0004_mask.png,data/conic_liz/class_labels/crag_10-0004_class_labels.png,256,256,75,0,60,3,0,0,12,104,88,14592,0.22265625,165.8181818181818,154.0,97.68939012067156,0.760790377378354,0.9423281734447163,0.8767393096333668
crag_10-0005,105,data/conic_liz/images/crag_10-0005_image.png,data/conic_liz/masks/crag_10-0005_mask.png,data/conic_liz/class_labels/crag_10-0005_class_labels.png,256,256,51,0,32,1,0,0,18,105,57,6693,0.1021270751953125,117.42105263157895,116.0,64.97339465448188,0.7342811253865239,0.9442656722169622,0.9351691327942754
crag_10-0006,106,data/conic_liz/images/crag_10-0006_image.png,data/conic_liz/masks/crag_10-0006_mask.png,data/conic_liz/class_labels/crag_10-0006_class_labels.png,256,256,50,0,33,2,0,0,15,106,60,7197,0.1098175048828125,119.95,113.5,68.09635942300196,0.7772943324725241,0.9388811457873744,0.8843419860849544
crag_10-0007,107,data/conic_liz/images/crag_10-0007_image.png,data/conic_liz/masks/crag_10-0007_mask.png,data/conic_liz/class_labels/crag_10-0007_class_labels.png,256,256,52,0,48,1,1,0,2,107,82,10840,0.1654052734375,132.1951219512195,122.0,80.00052423980523,0.7721989962781773,0.9426497550202672,0.9269130766787117
crag_10-0008,108,data/conic_liz/images/crag_10-0008_image.png,data/conic_liz/masks/crag_10-0008_mask.png,data/conic_liz/class_labels/crag_10-0008_class_labels.png,256,256,57,0,38,4,1,0,14,108,81,9583,0.1462249755859375,118.30864197530865,107.0,69.19174324096531,0.7468372661910858,0.9436295169771597,1.0850863009837446
crag_10-0009,109,data/conic_liz/images/crag_10-0009_image.png,data/conic_liz/masks/crag_10-0009_mask.png,data/conic_liz/class_labels/crag_10-0009_class_labels.png,256,256,81,0,66,4,0,0,11,109,98,11471,0.1750335693359375,117.05102040816327,100.5,76.98759142649315,0.7958418804974478,0.9384444739137752,0.900163339822854
crag_10-0010,110,data/conic_liz/images/crag_10-0010_image.png,data/conic_liz/masks/crag_10-0010_mask.png,data/conic_liz/class_labels/crag_10-0010_class_labels.png,256,256,20,0,0,0,0,0,20,110,21,2829,0.0431671142578125,134.71428571428572,143.0,75.91796503441057,0.8612658606759234,0.9251265780589542,0.7834672188027341
crag_10-0011,111,data/conic_liz/images/crag_10-0011_image.png,data/conic_liz/masks/crag_10-0011_mask.png,data/conic_liz/class_labels/crag_10-0011_class_labels.png,256,256,55,0,53,1,0,0,1,111,70,10822,0.165130615234375,154.6,140.5,87.79430505448518,0.738231348257516,0.9468428981097716,0.8870106957726138
crag_10-0012,112,data/conic_liz/images/crag_10-0012_image.png,data/conic_liz/masks/crag_10-0012_mask.png,data/conic_liz/class_labels/crag_10-0012_class_labels.png,256,256,104,0,100,2,1,0,1,112,131,15739,0.2401580810546875,120.14503816793894,114.0,62.29627831720058,0.7559721845327058,0.9359273915682966,1.3404796107694377
crag_10-0013,113,data/conic_liz/images/crag_10-0013_image.png,data/conic_liz/masks/crag_10-0013_mask.png,data/conic_liz/class_labels/crag_10-0013_class_labels.png,256,256,65,0,53,2,1,0,9,113,83,10963,0.1672821044921875,132.0843373493976,131.0,70.14480801905992,0.7936532300829816,0.9420325003180857,1.3865985451351237
crag_10-0014,114,data/conic_liz/images/crag_10-0014_image.png,data/conic_liz/masks/crag_10-0014_mask.png,data/conic_liz/class_labels/crag_10-0014_class_labels.png,256,256,92,0,77,2,1,0,12,114,112,13165,0.2008819580078125,117.54464285714286,114.5,59.40912754439957,0.7979878674989896,0.938280788227282,0.8745671194733821
crag_10-0015,115,data/conic_liz/images/crag_10-0015_image.png,data/conic_liz/masks/crag_10-0015_mask.png,data/conic_liz/class_labels/crag_10-0015_class_labels.png,256,256,13,0,9,0,0,0,4,115,18,1506,0.022979736328125,83.66666666666667,77.5,39.499648380994756,0.7719919644657436,0.9337033778780239,0.9181252714586741
