sample_id,conic_index,image_path,mask_path,class_label_path,image_height,image_width,count_total,neutrophil,epithelial,lymphocyte,plasma,eosinophil,connective,input_row_index,num_objects,total_mask_area,foreground_fraction,mean_area,median_area,std_area,mean_eccentricity,mean_solidity,mean_circularity,embedding_input_row_index,embedding_id,resolved_image_path,embedding_path,embedding_format,embedding_row_offset,embedding_dim,total_nuclei,fraction_neutrophil,fraction_epithelial,fraction_lymphocyte,fraction_plasma,fraction_eosinophil,fraction_connective,dominant_class,dominant_fraction,richness_label
crag_1-0010,74,data/conic_liz/images/crag_1-0010_image.png,data/conic_liz/masks/crag_1-0010_mask.png,data/conic_liz/class_labels/crag_1-0010_class_labels.png,256,256,33,0,0,1,0,0,32,74,38,7095,0.1082611083984375,186.71052631578948,177.0,98.3355982805651,0.8329078452136741,0.9425468007504372,0.8182477611962758,74,crag_1-0010,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0010_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,10,1536,33,0.0,0.0,0.030303030303030304,0.0,0.0,0.9696969696969697,connective,0.9696969696969697,connective-tissue-rich
crag_1-0011,75,data/conic_liz/images/crag_1-0011_image.png,data/conic_liz/masks/crag_1-0011_mask.png,data/conic_liz/class_labels/crag_1-0011_class_labels.png,256,256,37,0,0,3,0,0,34,75,49,5193,0.0792388916015625,105.9795918367347,95.0,72.43758461696197,0.7749826018527415,0.9339389390787658,1.0154780549656417,75,crag_1-0011,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0011_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,11,1536,37,0.0,0.0,0.08108108108108109,0.0,0.0,0.918918918918919,connective,0.918918918918919,connective-tissue-rich
crag_1-0012,76,data/conic_liz/images/crag_1-0012_image.png,data/conic_liz/masks/crag_1-0012_mask.png,data/conic_liz/class_labels/crag_1-0012_class_labels.png,256,256,19,0,0,1,0,0,18,76,23,3587,0.0547332763671875,155.95652173913044,166.0,90.16577884573628,0.8353450710321018,0.9305251771452496,0.7866787183894569,76,crag_1-0012,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0012_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,12,1536,19,0.0,0.0,0.05263157894736842,0.0,0.0,0.9473684210526315,connective,0.9473684210526315,connective-tissue-rich
crag_1-0013,77,data/conic_liz/images/crag_1-0013_image.png,data/conic_liz/masks/crag_1-0013_mask.png,data/conic_liz/class_labels/crag_1-0013_class_labels.png,256,256,13,0,0,0,0,1,12,77,18,2080,0.03173828125,115.55555555555556,117.0,62.11121049485192,0.7813015981919075,0.936417166221158,0.8839817664149856,77,crag_1-0013,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0013_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,13,1536,13,0.0,0.0,0.0,0.0,0.07692307692307693,0.9230769230769231,connective,0.9230769230769231,connective-tissue-rich
crag_1-0014,78,data/conic_liz/images/crag_1-0014_image.png,data/conic_liz/masks/crag_1-0014_mask.png,data/conic_liz/class_labels/crag_1-0014_class_labels.png,256,256,8,0,0,0,0,0,8,78,12,1321,0.0201568603515625,110.08333333333331,123.5,51.23712575423757,0.8720704478187691,0.9152738181973108,0.7716768453334767,78,crag_1-0014,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0014_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,14,1536,8,0.0,0.0,0.0,0.0,0.0,1.0,connective,1.0,connective-tissue-rich
crag_1-0015,79,data/conic_liz/images/crag_1-0015_image.png,data/conic_liz/masks/crag_1-0015_mask.png,data/conic_liz/class_labels/crag_1-0015_class_labels.png,256,256,24,0,0,1,0,0,23,79,33,4606,0.070281982421875,139.57575757575756,137.0,72.09506783576988,0.8466226029507984,0.9377184182423304,0.8242493652907212,79,crag_1-0015,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0015_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,15,1536,24,0.0,0.0,0.041666666666666664,0.0,0.0,0.9583333333333334,connective,0.9583333333333334,connective-tissue-rich
crag_1-0016,80,data/conic_liz/images/crag_1-0016_image.png,data/conic_liz/masks/crag_1-0016_mask.png,data/conic_liz/class_labels/crag_1-0016_class_labels.png,256,256,40,0,4,1,0,0,35,80,54,5951,0.0908050537109375,110.20370370370372,93.0,64.89175591924277,0.7295979780323683,0.9454903163258612,0.9366962344644584,80,crag_1-0016,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0016_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,16,1536,40,0.0,0.1,0.025,0.0,0.0,0.875,connective,0.875,connective-tissue-rich
crag_1-0017,81,data/conic_liz/images/crag_1-0017_image.png,data/conic_liz/masks/crag_1-0017_mask.png,data/conic_liz/class_labels/crag_1-0017_class_labels.png,256,256,24,0,3,0,0,0,21,81,36,4204,0.06414794921875,116.77777777777776,112.0,83.1665367771568,0.8481727587129613,0.9401009700119664,0.8412277519626131,81,crag_1-0017,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0017_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,17,1536,24,0.0,0.125,0.0,0.0,0.0,0.875,connective,0.875,connective-tissue-rich
crag_1-0018,82,data/conic_liz/images/crag_1-0018_image.png,data/conic_liz/masks/crag_1-0018_mask.png,data/conic_liz/class_labels/crag_1-0018_class_labels.png,256,256,4,0,0,1,0,0,3,82,9,682,0.010406494140625,75.77777777777777,77.0,43.60371487175472,0.8715944355497183,0.9601985147890864,0.8440130788843032,82,crag_1-0018,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0018_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,18,1536,4,0.0,0.0,0.25,0.0,0.0,0.75,connective,0.75,connective-tissue-rich
crag_1-0019,83,data/conic_liz/images/crag_1-0019_image.png,data/conic_liz/masks/crag_1-0019_mask.png,data/conic_liz/class_labels/crag_1-0019_class_labels.png,256,256,1,0,0,0,0,0,1,83,1,138,0.002105712890625,138.0,138.0,0.0,0.7713015263970124,0.9387755102040816,0.9183168846230286,83,crag_1-0019,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0019_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,19,1536,1,0.0,0.0,0.0,0.0,0.0,1.0,connective,1.0,connective-tissue-rich
crag_1-0020,84,data/conic_liz/images/crag_1-0020_image.png,data/conic_liz/masks/crag_1-0020_mask.png,data/conic_liz/class_labels/crag_1-0020_class_labels.png,256,256,53,0,14,1,1,0,37,84,62,10505,0.1602935791015625,169.43548387096774,149.0,100.70070970178556,0.8143178184560383,0.9335405636461602,1.0523932568126395,84,crag_1-0020,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0020_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,20,1536,53,0.0,0.2641509433962264,0.018867924528301886,0.018867924528301886,0.0,0.6981132075471698,connective,0.6981132075471698,connective-tissue-rich
crag_1-0021,85,data/conic_liz/images/crag_1-0021_image.png,data/conic_liz/masks/crag_1-0021_mask.png,data/conic_liz/class_labels/crag_1-0021_class_labels.png,256,256,59,0,39,1,0,0,19,85,77,12203,0.1862030029296875,158.4805194805195,135.0,91.63176027251266,0.7424025765067418,0.9489247551837532,1.4748283036230994,85,crag_1-0021,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0021_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,21,1536,59,0.0,0.6610169491525424,0.01694915254237288,0.0,0.0,0.3220338983050847,epithelial,0.6610169491525424,epithelial-rich
crag_1-0022,86,data/conic_liz/images/crag_1-0022_image.png,data/conic_liz/masks/crag_1-0022_mask.png,data/conic_liz/class_labels/crag_1-0022_class_labels.png,256,256,46,0,28,1,0,0,17,86,64,9117,0.1391143798828125,142.453125,137.0,93.60888207181183,0.7887205229816452,0.9422123282550908,0.8661197948930206,86,crag_1-0022,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0022_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,22,1536,46,0.0,0.6086956521739131,0.021739130434782608,0.0,0.0,0.3695652173913043,epithelial,0.6086956521739131,epithelial-rich
crag_1-0023,87,data/conic_liz/images/crag_1-0023_image.png,data/conic_liz/masks/crag_1-0023_mask.png,data/conic_liz/class_labels/crag_1-0023_class_labels.png,256,256,27,0,16,2,0,0,9,87,34,4399,0.0671234130859375,129.38235294117646,105.0,88.63010201223375,0.703255555636471,0.9504233805816552,1.1953774508611832,87,crag_1-0023,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0023_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,23,1536,27,0.0,0.5925925925925926,0.07407407407407407,0.0,0.0,0.3333333333333333,epithelial,0.5925925925925926,mixed
crag_1-0024,88,data/conic_liz/images/crag_1-0024_image.png,data/conic_liz/masks/crag_1-0024_mask.png,data/conic_liz/class_labels/crag_1-0024_class_labels.png,256,256,0,0,0,0,0,0,0,88,0,0,0.0,,,,,,,88,crag_1-0024,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0024_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,24,1536,0,,,,,,,none,,no-nuclei
crag_1-0025,89,data/conic_liz/images/crag_1-0025_image.png,data/conic_liz/masks/crag_1-0025_mask.png,data/conic_liz/class_labels/crag_1-0025_class_labels.png,256,256,48,0,0,5,1,0,42,89,58,7278,0.111053466796875,125.48275862068964,114.0,67.898565669506,0.8298503688659274,0.9335599597881664,0.9292117512939556,89,crag_1-0025,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0025_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,25,1536,48,0.0,0.0,0.10416666666666667,0.020833333333333332,0.0,0.875,connective,0.875,connective-tissue-rich
crag_1-0026,90,data/conic_liz/images/crag_1-0026_image.png,data/conic_liz/masks/crag_1-0026_mask.png,data/conic_liz/class_labels/crag_1-0026_class_labels.png,256,256,31,0,0,2,0,0,29,90,39,5921,0.0903472900390625,151.82051282051282,116.0,106.46291560791023,0.8405024129622785,0.9402654324823776,2.060271673649155,90,crag_1-0026,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0026_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,26,1536,31,0.0,0.0,0.06451612903225806,0.0,0.0,0.9354838709677419,connective,0.9354838709677419,connective-tissue-rich
crag_1-0027,91,data/conic_liz/images/crag_1-0027_image.png,data/conic_liz/masks/crag_1-0027_mask.png,data/conic_liz/class_labels/crag_1-0027_class_labels.png,256,256,25,0,2,0,0,0,23,91,37,5270,0.080413818359375,142.43243243243242,148.0,78.80442453641614,0.8005181100200247,0.9422078014470509,0.8598429319687464,91,crag_1-0027,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0027_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,27,1536,25,0.0,0.08,0.0,0.0,0.0,0.92,connective,0.92,connective-tissue-rich
crag_1-0028,92,data/conic_liz/images/crag_1-0028_image.png,data/conic_liz/masks/crag_1-0028_mask.png,data/conic_liz/class_labels/crag_1-0028_class_labels.png,256,256,11,0,0,0,0,0,11,92,16,1526,0.023284912109375,95.375,95.5,68.99354589380081,0.8147346168590455,0.9396846141274868,5.760538201620169,92,crag_1-0028,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0028_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,28,1536,11,0.0,0.0,0.0,0.0,0.0,1.0,connective,1.0,connective-tissue-rich
crag_1-0029,93,data/conic_liz/images/crag_1-0029_image.png,data/conic_liz/masks/crag_1-0029_mask.png,data/conic_liz/class_labels/crag_1-0029_class_labels.png,256,256,0,0,0,0,0,0,0,93,0,0,0.0,,,,,,,93,crag_1-0029,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0029_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,29,1536,0,,,,,,,none,,no-nuclei
crag_1-0030,94,data/conic_liz/images/crag_1-0030_image.png,data/conic_liz/masks/crag_1-0030_mask.png,data/conic_liz/class_labels/crag_1-0030_class_labels.png,256,256,12,0,1,0,0,0,11,94,13,2136,0.0325927734375,164.30769230769232,131.0,72.6407224373011,0.7586363054073494,0.9429015128782852,0.8725085069794111,94,crag_1-0030,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0030_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,30,1536,12,0.0,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666,connective,0.9166666666666666,connective-tissue-rich
crag_1-0031,95,data/conic_liz/images/crag_1-0031_image.png,data/conic_liz/masks/crag_1-0031_mask.png,data/conic_liz/class_labels/crag_1-0031_class_labels.png,256,256,29,0,20,1,0,0,8,95,38,6947,0.1060028076171875,182.81578947368425,164.0,143.0912214128783,0.7633436181390192,0.9369129126753264,0.9516510904641295,95,crag_1-0031,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_1-0031_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000002.pt,pt,31,1536,29,0.0,0.6896551724137931,0.034482758620689655,0.0,0.0,0.27586206896551724,epithelial,0.6896551724137931,epithelial-rich
crag_17-0000,352,data/conic_liz/images/crag_17-0000_image.png,data/conic_liz/masks/crag_17-0000_mask.png,data/conic_liz/class_labels/crag_17-0000_class_labels.png,256,256,115,0,6,22,16,2,69,352,141,15176,0.2315673828125,107.63120567375888,89.0,59.443448463333766,0.7197577730336977,0.9480369598252796,0.9515848691250552,352,crag_17-0000,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_17-0000_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000011.pt,pt,0,1536,115,0.0,0.05217391304347826,0.19130434782608696,0.1391304347826087,0.017391304347826087,0.6,connective,0.6,connective-tissue-rich
crag_17-0001,353,data/conic_liz/images/crag_17-0001_image.png,data/conic_liz/masks/crag_17-0001_mask.png,data/conic_liz/class_labels/crag_17-0001_class_labels.png,256,256,89,0,56,2,13,0,18,353,107,10349,0.1579132080078125,96.7196261682243,84.0,49.455501454937405,0.752911614306022,0.9368756229720646,1.028783215730174,353,crag_17-0001,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_17-0001_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000011.pt,pt,1,1536,89,0.0,0.6292134831460674,0.02247191011235955,0.14606741573033707,0.0,0.20224719101123595,epithelial,0.6292134831460674,epithelial-rich
crag_17-0002,354,data/conic_liz/images/crag_17-0002_image.png,data/conic_liz/masks/crag_17-0002_mask.png,data/conic_liz/class_labels/crag_17-0002_class_labels.png,256,256,56,0,37,5,3,0,11,354,62,4891,0.0746307373046875,78.88709677419355,78.0,34.1477363528374,0.7744147924355343,0.9337123969747496,0.9906754099364532,354,crag_17-0002,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_17-0002_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000011.pt,pt,2,1536,56,0.0,0.6607142857142857,0.08928571428571429,0.05357142857142857,0.0,0.19642857142857142,epithelial,0.6607142857142857,epithelial-rich
crag_17-0003,355,data/conic_liz/images/crag_17-0003_image.png,data/conic_liz/masks/crag_17-0003_mask.png,data/conic_liz/class_labels/crag_17-0003_class_labels.png,256,256,47,0,25,5,9,0,8,355,57,4076,0.06219482421875,71.50877192982456,63.0,28.95678740966157,0.753032942803566,0.9366853892903088,0.9572084773104071,355,crag_17-0003,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_17-0003_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000011.pt,pt,3,1536,47,0.0,0.5319148936170213,0.10638297872340426,0.19148936170212766,0.0,0.1702127659574468,epithelial,0.5319148936170213,mixed
crag_17-0004,356,data/conic_liz/images/crag_17-0004_image.png,data/conic_liz/masks/crag_17-0004_mask.png,data/conic_liz/class_labels/crag_17-0004_class_labels.png,256,256,2,0,2,0,0,0,0,356,11,660,0.01007080078125,60.0,49.0,37.07241071691503,0.6914166743834429,0.9526038620678156,1.0416531615130955,356,crag_17-0004,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_17-0004_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000011.pt,pt,4,1536,2,0.0,1.0,0.0,0.0,0.0,0.0,epithelial,1.0,epithelial-rich
crag_17-0005,357,data/conic_liz/images/crag_17-0005_image.png,data/conic_liz/masks/crag_17-0005_mask.png,data/conic_liz/class_labels/crag_17-0005_class_labels.png,256,256,62,0,0,4,0,3,55,357,84,9457,0.1443023681640625,112.58333333333331,117.0,71.41115164569942,0.8194579384668208,0.9339654560687876,0.96628339046656,357,crag_17-0005,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_17-0005_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000011.pt,pt,5,1536,62,0.0,0.0,0.06451612903225806,0.0,0.04838709677419355,0.8870967741935484,connective,0.8870967741935484,connective-tissue-rich
crag_17-0006,358,data/conic_liz/images/crag_17-0006_image.png,data/conic_liz/masks/crag_17-0006_mask.png,data/conic_liz/class_labels/crag_17-0006_class_labels.png,256,256,130,0,4,23,24,4,75,358,161,15021,0.2292022705078125,93.29813664596271,81.0,48.93281548521932,0.7166946891915223,0.9486473652422516,1.0023091997193987,358,crag_17-0006,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_17-0006_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000011.pt,pt,6,1536,130,0.0,0.03076923076923077,0.17692307692307693,0.18461538461538463,0.03076923076923077,0.5769230769230769,connective,0.5769230769230769,mixed
crag_17-0007,359,data/conic_liz/images/crag_17-0007_image.png,data/conic_liz/masks/crag_17-0007_mask.png,data/conic_liz/class_labels/crag_17-0007_class_labels.png,256,256,99,0,77,3,0,0,19,359,125,12222,0.186492919921875,97.776,93.0,43.55169140228655,0.7556295238830933,0.9418706065216268,1.2110422118949649,359,crag_17-0007,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_17-0007_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000011.pt,pt,7,1536,99,0.0,0.7777777777777778,0.030303030303030304,0.0,0.0,0.1919191919191919,epithelial,0.7777777777777778,epithelial-rich
crag_17-0008,360,data/conic_liz/images/crag_17-0008_image.png,data/conic_liz/masks/crag_17-0008_mask.png,data/conic_liz/class_labels/crag_17-0008_class_labels.png,256,256,32,0,18,1,5,0,8,360,51,4025,0.0614166259765625,78.92156862745098,75.0,43.81236423984109,0.7801368478227149,0.9438897983377178,0.9821606156464844,360,crag_17-0008,/share/lab_teng/trainee/tusharsingh/cell-seg/data/conic_liz/images/crag_17-0008_image.png,/share/lab_teng/trainee/tusharsingh/cell-seg/outputs/embeddings/part-000011.pt,pt,8,1536,32,0.0,0.5625,0.03125,0.15625,0.0,0.25,epithelial,0.5625,mixed
